image,class
v_ModifiedSteeple_12.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_12.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame14.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_13.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_14.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame14.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame15.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame16.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_15.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_16.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_17.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_18.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_19.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_2.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_2.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_2.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_2.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_2.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame14.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_20.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_21.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame14.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_22.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_23.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_24.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_25.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_26.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_27.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_28.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_29.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_3.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame12.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame13.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame14.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_30.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_31.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_32.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame11.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_33.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame4.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame5.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame6.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame7.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame8.jpg,ModifiedSteeple
v_ModifiedSteeple_34.avi_frame9.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame0.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame1.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame10.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame2.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame3.jpg,ModifiedSteeple
v_ModifiedSteeple_35.avi_frame4.jpg,ModifiedSteeple
